1.424944	-0.020036	0.4
1.423617	-0.00522	0.4
1.421229	0.004836	0.4
1.417828	0.014379	0.4
1.413357	0.02376	0.4
1.408038	0.032653	0.4
1.401971	0.041073	0.4
1.39502	0.049273	0.4
1.387469	0.056667	0.4
1.379442	0.063001	0.4
1.3706	0.068446	0.4
1.360893	0.07289	0.4
1.351013	0.076016	0.4
1.341012	0.077937	0.4
1.330568	0.078795	0.4
1.320347	0.078634	0.4
1.310064	0.077445	0.4
1.299989	0.07514	0.4
1.290465	0.071733	0.4
1.281491	0.067226	0.4
1.273067	0.061617	0.4
1.265164	0.054928	0.4
1.257778	0.047571	0.4
1.251013	0.039969	0.4
1.244614	0.031965	0.4
1.238566	0.023636	0.4
1.232856	0.015043	0.4
1.227471	0.006256	0.4
1.222716	-0.002059	0.4
1.217212	-0.011482	0.4
1.211801	-0.02016	0.4
1.20588	-0.029095	0.4
1.199427	-0.03822	0.4
1.192832	-0.046922	0.4
1.186093	-0.055201	0.4
1.179212	-0.063057	0.4
1.172187	-0.07049	0.4
1.164566	-0.077919	0.4
1.156322	-0.085269	0.4
1.147897	-0.092084	0.4
1.139291	-0.098363	0.4
1.130486	-0.104111	0.4
1.121392	-0.109344	0.4
1.111983	-0.114068	0.4
1.102259	-0.118283	0.4
1.09222	-0.121988	0.4
1.081866	-0.125185	0.4
1.071198	-0.127872	0.4
1.060836	-0.129947	0.4
1.050824	-0.131481	0.4
1.040563	-0.132613	0.4
1.030054	-0.133342	0.4
1.01934	-0.133669	0.4
1.00931	-0.133607	0.4
0.998814	-0.133124	0.4
0.988012	-0.132161	0.4
0.977411	-0.130729	0.4
0.96701	-0.128826	0.4
0.956809	-0.126453	0.4
0.946808	-0.123609	0.4
0.937007	-0.120295	0.4
0.927406	-0.11651	0.4
0.918017	-0.112259	0.4
0.908903	-0.10756	0.4
0.900089	-0.102421	0.4
0.891576	-0.096842	0.4
0.883363	-0.090823	0.4
0.87545	-0.084364	0.4
0.867837	-0.077465	0.4
0.860525	-0.070126	0.4
0.853513	-0.062347	0.4
0.846803	-0.054131	0.4
0.840419	-0.045513	0.4
0.834375	-0.036514	0.4
0.828921	-0.027572	0.4
0.824016	-0.01873	0.4
0.819394	-0.009574	0.4
0.815052	-0.000103	0.4
0.810992	0.009683	0.4
0.807213	0.019783	0.4
0.803715	0.030198	0.4
0.800653	0.040373	0.4
0.798008	0.050211	0.4
0.795617	0.060217	0.4
0.793482	0.070391	0.4
0.7916	0.080732	0.4
0.789974	0.09124	0.4
0.788602	0.101916	0.4
0.787485	0.11276	0.4
0.786622	0.123771	0.4
0.786039	0.134322	0.4
0.785699	0.144391	0.4
0.785562	0.154156	0.4
0.785632	0.166025	0.4
0.785901	0.17673	0.4
0.786366	0.187251	0.4
0.787027	0.197588	0.4
0.787884	0.207741	0.4
0.789087	0.21894	0.4
0.790709	0.231114	0.4
0.792637	0.243001	0.4
0.794871	0.254601	0.4
0.797411	0.265913	0.4
0.800257	0.276938	0.4
0.803409	0.287676	0.4
0.806868	0.298127	0.4
0.810632	0.30829	0.4
0.814702	0.318165	0.4
0.819078	0.327754	0.4
0.823761	0.337054	0.4
0.828749	0.346068	0.4
0.834044	0.354794	0.4
0.839644	0.363233	0.4
0.84555	0.371385	0.4
0.852373	0.379983	0.4
0.860094	0.388845	0.4
0.868096	0.397144	0.4
0.876377	0.404881	0.4
0.884938	0.412055	0.4
0.89378	0.418666	0.4
0.902901	0.424715	0.4
0.912301	0.430201	0.4
0.921982	0.435124	0.4
0.931943	0.439485	0.4
0.942184	0.443283	0.4
0.952704	0.446518	0.4
0.963505	0.449191	0.4
0.974585	0.451301	0.4
0.985945	0.452848	0.4
0.997585	0.453833	0.4
1.009401	0.454256	0.4
1.02015	0.454184	0.4
1.031007	0.453706	0.4
1.041552	0.452827	0.4
1.051784	0.451545	0.4
1.06231	0.449738	0.4
1.073074	0.447335	0.4
1.083444	0.444422	0.4
1.093418	0.441001	0.4
1.102996	0.437071	0.4
1.11218	0.432632	0.4
1.120968	0.427684	0.4
1.129368	0.422227	0.4
1.13754	0.416261	0.4
1.145644	0.409786	0.4
1.153689	0.402801	0.4
1.161673	0.395307	0.4
1.169159	0.387765	0.4
1.176155	0.380248	0.4
1.183103	0.372329	0.4
1.190004	0.364007	0.4
1.196856	0.355283	0.4
1.203238	0.346742	0.4
1.209156	0.338448	0.4
1.21541	0.329293	0.4
1.221256	0.321002	0.4
1.22739	0.312918	0.4
1.233793	0.304956	0.4
1.240426	0.297273	0.4
1.247448	0.289833	0.4
1.254985	0.282735	0.4
1.263069	0.276352	0.4
1.271895	0.271196	0.4
1.281368	0.267457	0.4
1.291421	0.265034	0.4
1.301725	0.263857	0.4
1.312148	0.263749	0.4
1.323036	0.264592	0.4
1.333513	0.266387	0.4
1.343558	0.269135	0.4
1.353169	0.272835	0.4
1.362347	0.277488	0.4
1.371092	0.283094	0.4
1.379403	0.289652	0.4
1.387145	0.29704	0.4
1.393935	0.30491	0.4
1.399899	0.313531	0.4
1.404929	0.322946	0.4
1.408775	0.332849	0.4
1.41137	0.342858	0.4
1.412822	0.352926	0.4
1.413257	0.363372	0.4
1.412734	0.373953	0.4
1.411379	0.384308	0.4
1.409282	0.394434	0.4
1.406412	0.40474	0.4
1.402939	0.414785	0.4
1.398947	0.424548	0.4
1.394534	0.434008	0.4
1.389776	0.443146	0.4
1.384485	0.452393	0.4
1.378695	0.461606	0.4
1.372754	0.470259	0.4
1.366723	0.478366	0.4
1.360303	0.486386	0.4
1.353495	0.494318	0.4
1.346298	0.502162	0.4
1.338712	0.509919	0.4
1.330738	0.517588	0.4
1.322853	0.524752	0.4
1.315113	0.531422	0.4
1.307066	0.538021	0.4
1.298721	0.544496	0.4
1.29009	0.550784	0.4
1.281172	0.556881	0.4
1.27197	0.562787	0.4
1.262481	0.568502	0.4
1.252706	0.574027	0.4
1.243286	0.579035	0.4
1.234264	0.583556	0.4
1.225023	0.587931	0.4
1.215564	0.592159	0.4
1.205885	0.596242	0.4
1.195988	0.600179	0.4
1.185872	0.60397	0.4
